schema_version	experiment_id	profile	phase	size_bytes	logical_request_id	attempt_id	activation_id	event_code	event_seq	clock_domain	timestamp_value	timestamp_unit	process	status
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	4	1	2cd71edcd7974b5a971edcd7976b5aef	RF410	406	enclave_tsc_same_invocation	24789280889477	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	4	1	2cd71edcd7974b5a971edcd7976b5aef	R410	410	unix_ns	1784948123537886080	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	4	1	2cd71edcd7974b5a971edcd7976b5aef	R420	420	unix_ns	1784948123537899478	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	4	1	2cd71edcd7974b5a971edcd7976b5aef	R430	430	unix_ns	1784948123538364849	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	5	1	5a1cbcd08fbe4ef59cbcd08fbe4ef52b	R400	400	unix_ns	1784948123875299501	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	5	1	5a1cbcd08fbe4ef59cbcd08fbe4ef52b	RF400	405	enclave_tsc_same_invocation	24790218836684	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	5	1	5a1cbcd08fbe4ef59cbcd08fbe4ef52b	RF410	406	enclave_tsc_same_invocation	24790308880419	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	5	1	5a1cbcd08fbe4ef59cbcd08fbe4ef52b	R410	410	unix_ns	1784948123918688025	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	5	1	5a1cbcd08fbe4ef59cbcd08fbe4ef52b	R420	420	unix_ns	1784948123918713711	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	5	1	5a1cbcd08fbe4ef59cbcd08fbe4ef52b	R430	430	unix_ns	1784948123921873077	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	6	1	9fbea31869ce4198bea31869ce01983a	R400	400	unix_ns	1784948124848811171	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	6	1	9fbea31869ce4198bea31869ce01983a	RF400	405	enclave_tsc_same_invocation	24792863081374	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	6	1	9fbea31869ce4198bea31869ce01983a	RF410	406	enclave_tsc_same_invocation	24793079161761	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	6	1	9fbea31869ce4198bea31869ce01983a	R410	410	unix_ns	1784948124951025522	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	6	1	9fbea31869ce4198bea31869ce01983a	R420	420	unix_ns	1784948124951043905	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	6	1	9fbea31869ce4198bea31869ce01983a	R430	430	unix_ns	1784948124971755670	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	7	1	4b46e5274ed7434d86e5274ed7034dea	R400	400	unix_ns	1784948127042647859	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	7	1	4b46e5274ed7434d86e5274ed7034dea	RF400	405	enclave_tsc_same_invocation	24798873218323	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	7	1	4b46e5274ed7434d86e5274ed7034dea	RF410	406	enclave_tsc_same_invocation	24799300923146	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	7	1	4b46e5274ed7434d86e5274ed7034dea	R410	410	unix_ns	1784948127249654106	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	7	1	4b46e5274ed7434d86e5274ed7034dea	R420	420	unix_ns	1784948127249672221	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	7	1	4b46e5274ed7434d86e5274ed7034dea	R430	430	unix_ns	1784948127269408054	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	8	1	6182d3c428c84ffd82d3c428c88ffde6	R400	400	unix_ns	1784948129394222216	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	8	1	6182d3c428c84ffd82d3c428c88ffde6	RF400	405	enclave_tsc_same_invocation	24805093119904	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	8	1	6182d3c428c84ffd82d3c428c88ffde6	RF410	406	enclave_tsc_same_invocation	24805093227835	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	8	1	6182d3c428c84ffd82d3c428c88ffde6	R410	410	unix_ns	1784948129394324971	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	8	1	6182d3c428c84ffd82d3c428c88ffde6	R420	420	unix_ns	1784948129394336412	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	8	1	6182d3c428c84ffd82d3c428c88ffde6	R430	430	unix_ns	1784948129394908608	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	9	1	7e176775736d402a976775736d602a05	R400	400	unix_ns	1784948129501289138	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	9	1	7e176775736d402a976775736d602a05	RF400	405	enclave_tsc_same_invocation	24805382242500	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	9	1	7e176775736d402a976775736d602a05	RF410	406	enclave_tsc_same_invocation	24805382648459	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	9	1	7e176775736d402a976775736d602a05	R410	410	unix_ns	1784948129501520784	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	9	1	7e176775736d402a976775736d602a05	R420	420	unix_ns	1784948129501533739	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	9	1	7e176775736d402a976775736d602a05	R430	430	unix_ns	1784948129502006909	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	10	1	7bff7b655f1b4482bf7b655f1bc48232	R400	400	unix_ns	1784948129802697090	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	10	1	7bff7b655f1b4482bf7b655f1bc48232	RF400	405	enclave_tsc_same_invocation	24806196389063	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	10	1	7bff7b655f1b4482bf7b655f1bc48232	RF410	406	enclave_tsc_same_invocation	24806198015007	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	10	1	7bff7b655f1b4482bf7b655f1bc48232	R410	410	unix_ns	1784948129803511422	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	10	1	7bff7b655f1b4482bf7b655f1bc48232	R420	420	unix_ns	1784948129803523319	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	10	1	7bff7b655f1b4482bf7b655f1bc48232	R430	430	unix_ns	1784948129804036692	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	11	1	eafd4a03ef2b4912bd4a03ef2bc91269	R400	400	unix_ns	1784948129909000865	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	11	1	eafd4a03ef2b4912bd4a03ef2bc91269	RF400	405	enclave_tsc_same_invocation	24806485511479	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	11	1	eafd4a03ef2b4912bd4a03ef2bc91269	RF410	406	enclave_tsc_same_invocation	24806491395375	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	11	1	eafd4a03ef2b4912bd4a03ef2bc91269	R410	410	unix_ns	1784948129912178515	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	11	1	eafd4a03ef2b4912bd4a03ef2bc91269	R420	420	unix_ns	1784948129912190385	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	11	1	eafd4a03ef2b4912bd4a03ef2bc91269	R430	430	unix_ns	1784948129912655632	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	12	1	f7efdd136ae540e4afdd136ae570e4e9	R400	400	unix_ns	1784948130128575050	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	12	1	f7efdd136ae540e4afdd136ae570e4e9	RF400	405	enclave_tsc_same_invocation	24807084249843	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	12	1	f7efdd136ae540e4afdd136ae570e4e9	RF410	406	enclave_tsc_same_invocation	24807109862329	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	12	1	f7efdd136ae540e4afdd136ae570e4e9	R410	410	unix_ns	1784948130141274976	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	12	1	f7efdd136ae540e4afdd136ae570e4e9	R420	420	unix_ns	1784948130141288613	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	12	1	f7efdd136ae540e4afdd136ae570e4e9	R430	430	unix_ns	1784948130142780039	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	13	1	0269ef6072fe485ca9ef6072fed85ccd	R400	400	unix_ns	1784948130655870149	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	13	1	0269ef6072fe485ca9ef6072fed85ccd	RF400	405	enclave_tsc_same_invocation	24808534444645	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	13	1	0269ef6072fe485ca9ef6072fed85ccd	RF410	406	enclave_tsc_same_invocation	24808641188180	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	13	1	0269ef6072fe485ca9ef6072fed85ccd	R410	410	unix_ns	1784948130708518577	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	13	1	0269ef6072fe485ca9ef6072fed85ccd	R420	420	unix_ns	1784948130708532711	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	13	1	0269ef6072fe485ca9ef6072fed85ccd	R430	430	unix_ns	1784948130713454312	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	14	1	abaf8defe6374da9af8defe6373da92d	R400	400	unix_ns	1784948132546344401	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	14	1	abaf8defe6374da9af8defe6373da92d	RF400	405	enclave_tsc_same_invocation	24813729730611	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	14	1	abaf8defe6374da9af8defe6373da92d	RF410	406	enclave_tsc_same_invocation	24814144057932	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	14	1	abaf8defe6374da9af8defe6373da92d	R410	410	unix_ns	1784948132747084244	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	14	1	abaf8defe6374da9af8defe6373da92d	R420	420	unix_ns	1784948132747099977	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	14	1	abaf8defe6374da9af8defe6373da92d	R430	430	unix_ns	1784948132764462518	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	15	1	1bd07a1a9169430a907a1a9169030a45	R400	400	unix_ns	1784948134620949743	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	15	1	1bd07a1a9169430a907a1a9169030a45	RF400	405	enclave_tsc_same_invocation	24819205155430	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	15	1	1bd07a1a9169430a907a1a9169030a45	RF410	406	enclave_tsc_same_invocation	24819205263204	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	15	1	1bd07a1a9169430a907a1a9169030a45	R410	410	unix_ns	1784948134621037461	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	15	1	1bd07a1a9169430a907a1a9169030a45	R420	420	unix_ns	1784948134621050096	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	15	1	1bd07a1a9169430a907a1a9169030a45	R430	430	unix_ns	1784948134621574073	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	16	1	0cd5f37f665a412c95f37f665a312c3b	R400	400	unix_ns	1784948134712721587	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	16	1	0cd5f37f665a412c95f37f665a312c3b	RF400	405	enclave_tsc_same_invocation	24819453115354	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	16	1	0cd5f37f665a412c95f37f665a312c3b	RF410	406	enclave_tsc_same_invocation	24819453568678	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	16	1	0cd5f37f665a412c95f37f665a312c3b	R410	410	unix_ns	1784948134713016711	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	16	1	0cd5f37f665a412c95f37f665a312c3b	R420	420	unix_ns	1784948134713028321	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	16	1	0cd5f37f665a412c95f37f665a312c3b	R430	430	unix_ns	1784948134713567049	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	17	1	df81c8637315494981c8637315d949f5	R400	400	unix_ns	1784948134791792997	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	17	1	df81c8637315494981c8637315d949f5	RF400	405	enclave_tsc_same_invocation	24819666943996	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	17	1	df81c8637315494981c8637315d949f5	RF410	406	enclave_tsc_same_invocation	24819668434467	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	17	1	df81c8637315494981c8637315d949f5	R410	410	unix_ns	1784948134792584176	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	17	1	df81c8637315494981c8637315d949f5	R420	420	unix_ns	1784948134792594462	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	17	1	df81c8637315494981c8637315d949f5	R430	430	unix_ns	1784948134792908335	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	18	1	67c44d219b18420f844d219b18120f53	R400	400	unix_ns	1784948134901591789	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	18	1	67c44d219b18420f844d219b18120f53	RF400	405	enclave_tsc_same_invocation	24819965595402	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	18	1	67c44d219b18420f844d219b18120f53	RF410	406	enclave_tsc_same_invocation	24819972034731	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	18	1	67c44d219b18420f844d219b18120f53	R410	410	unix_ns	1784948134905040252	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	18	1	67c44d219b18420f844d219b18120f53	R420	420	unix_ns	1784948134905055939	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	65536	18	1	67c44d219b18420f844d219b18120f53	R430	430	unix_ns	1784948134905711376	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	19	1	7f43ccef6e1348c283ccef6e1398c2f3	R400	400	unix_ns	1784948135124453506	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	19	1	7f43ccef6e1348c283ccef6e1398c2f3	RF400	405	enclave_tsc_same_invocation	24820573201675	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	19	1	7f43ccef6e1348c283ccef6e1398c2f3	RF410	406	enclave_tsc_same_invocation	24820599392638	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	19	1	7f43ccef6e1348c283ccef6e1398c2f3	R410	410	unix_ns	1784948135137419797	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	19	1	7f43ccef6e1348c283ccef6e1398c2f3	R420	420	unix_ns	1784948135137433061	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	262144	19	1	7f43ccef6e1348c283ccef6e1398c2f3	R430	430	unix_ns	1784948135139013681	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	20	1	2ab5c6565b5d411db5c6565b5d611d7b	R400	400	unix_ns	1784948135684934896	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	20	1	2ab5c6565b5d411db5c6565b5d611d7b	RF400	405	enclave_tsc_same_invocation	24822112403540	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	20	1	2ab5c6565b5d411db5c6565b5d611d7b	RF410	406	enclave_tsc_same_invocation	24822218966248	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	20	1	2ab5c6565b5d411db5c6565b5d611d7b	R410	410	unix_ns	1784948135737340963	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	20	1	2ab5c6565b5d411db5c6565b5d611d7b	R420	420	unix_ns	1784948135737357138	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1048576	20	1	2ab5c6565b5d411db5c6565b5d611d7b	R430	430	unix_ns	1784948135742298864	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	21	1	da47482e40f744e187482e40f764e1c0	R400	400	unix_ns	1784948137817091439	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	21	1	da47482e40f744e187482e40f764e1c0	RF400	405	enclave_tsc_same_invocation	24827962437748	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	21	1	da47482e40f744e187482e40f764e1c0	RF410	406	enclave_tsc_same_invocation	24828386914106	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	21	1	da47482e40f744e187482e40f764e1c0	R410	410	unix_ns	1784948138022302494	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	21	1	da47482e40f744e187482e40f764e1c0	R420	420	unix_ns	1784948138022318470	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4194304	21	1	da47482e40f744e187482e40f764e1c0	R430	430	unix_ns	1784948138040374614	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	22	1	b01f70d9bdad43c09f70d9bdad43c023	R400	400	unix_ns	1784948139883713251	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	22	1	b01f70d9bdad43c09f70d9bdad43c023	RF400	405	enclave_tsc_same_invocation	24833414598442	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	22	1	b01f70d9bdad43c09f70d9bdad43c023	RF410	406	enclave_tsc_same_invocation	24833414746750	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	22	1	b01f70d9bdad43c09f70d9bdad43c023	R410	410	unix_ns	1784948139883843470	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	22	1	b01f70d9bdad43c09f70d9bdad43c023	R420	420	unix_ns	1784948139883855397	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	1024	22	1	b01f70d9bdad43c09f70d9bdad43c023	R430	430	unix_ns	1784948139884431604	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	23	1	a892550d9915478f92550d9915478f19	R400	400	unix_ns	1784948140020805968	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	23	1	a892550d9915478f92550d9915478f19	RF400	405	enclave_tsc_same_invocation	24833784803191	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	23	1	a892550d9915478f92550d9915478f19	RF410	406	enclave_tsc_same_invocation	24833785212543	cycles	reusable_wamr_enclave	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	23	1	a892550d9915478f92550d9915478f19	R410	410	unix_ns	1784948140021052779	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	23	1	a892550d9915478f92550d9915478f19	R420	420	unix_ns	1784948140021064638	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	4096	23	1	a892550d9915478f92550d9915478f19	R430	430	unix_ns	1784948140021645022	ns	reusable_wamr	observed
c3-reusable-guest-timing-event-v1	C3	reusable-concurrency	measured	16384	24	1	d10981ef1d8e4a158981ef1d8eba15eb	R400	400	unix_ns	1784948140152314414	ns	reusable_wamr	observed
