schema_version	profile	artifact_size_bytes	fresh_group	lifecycle	warm_followup_index	logical_request_id	activation_id	action_fqen	action_revision	action_identity_sha256	measurement_sequence	terminal_success	store_evidence_status	rid_status	decrypt_status	workload_status	payload_evidence_status	analysis_eligible	quality_reason	container_hostname	container_identity	init_time_present	init_time_ms	fresh_placement_eligible	warm_reuse_eligible	client_start_unix_ns	client_end_unix_ns	activation_get_first_success_unix_ns	first_result_latency_ms	activation_duration_ms	upload_elapsed_ms	artifact_size_observed_bytes	action_zip_bytes	action_fetch_duration_ns	action_fetch_status	runtime_init_duration_ns	runtime_init_status	kms_key_release_duration_ns	kms_key_release_status	function_key_decap_duration_ns	function_key_decap_status	cfunc_aes_gcm_duration_ns	cfunc_aes_gcm_status	wasm_load_duration_ns	wasm_load_status	wasm_instantiate_duration_ns	wasm_instantiate_status	input_key_decap_duration_ns	input_key_decap_status	input_aes_gcm_duration_ns	input_aes_gcm_status	workload_core_duration_ns	output_kem_duration_ns	output_kem_status	output_aes_gcm_duration_ns	output_aes_gcm_status	outer_execution_duration_ns	phase_evidence_status
c2-native-attempt-v1	native	262144	1	warm_followup	4	s262144-g001-warm04	5ea88e0a25374cf6a88e0a25372cf614	/guest/c2_native_sleep50_r351_direct_events_s262144_g001	0.0.1@1784738960120	e68bfce55c5c6bf82252961bdb7aad7b5792b09ea8d54bfbb042f33c984d5abb	11	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	db79b6e29b61	db79b6e29b61:8	false		false	true	1784739052915580028	1784739052993485926	1784739053020730844	77.906384	54	81.585011	262144	262258		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50227839		not_on_path_native		not_on_path_native	50235553	complete
c2-native-attempt-v1	native	262144	1	warm_followup	5	s262144-g001-warm05	5c0e0536797b4d048e0536797b7d04a0	/guest/c2_native_sleep50_r351_direct_events_s262144_g001	0.0.1@1784738960120	e68bfce55c5c6bf82252961bdb7aad7b5792b09ea8d54bfbb042f33c984d5abb	12	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	db79b6e29b61	db79b6e29b61:8	false		false	true	1784739053020930963	1784739053098557025	1784739053373652736	77.626272	54	81.585011	262144	262258		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50218888		not_on_path_native		not_on_path_native	50227087	complete
c2-native-attempt-v1	native	1048576	1	fresh_first_use	0	s1048576-g001-fresh	cdd0b57de971405e90b57de971b05ee9	/guest/c2_native_sleep50_r351_direct_events_s1048576_g001	0.0.1@1784738966222	5c894eed3a1767b160189731c0548079d95ad96156151f0c2b3e77e06acd8ce2	13	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	7e3972f9ea07	7e3972f9ea07:8	true	138	true	false	1784739053373811990	1784739054060570150	1784739054071461500	686.759236	204	168.625023	1048576	1048690		unavailable_no_direct_event	138000000	activation_annotation_initTime		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50800067		not_on_path_native		not_on_path_native	50854120	complete
c2-native-attempt-v1	native	1048576	1	warm_followup	1	s1048576-g001-warm01	29e666922ac2466da666922ac2266de5	/guest/c2_native_sleep50_r351_direct_events_s1048576_g001	0.0.1@1784738966222	5c894eed3a1767b160189731c0548079d95ad96156151f0c2b3e77e06acd8ce2	14	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	7e3972f9ea07	7e3972f9ea07:8	false		false	true	1784739054071677099	1784739054187786058	1784739054457946204	116.109786	58	168.625023	1048576	1048690		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	51300729		not_on_path_native		not_on_path_native	51323434	complete
c2-native-attempt-v1	native	1048576	1	warm_followup	2	s1048576-g001-warm02	328ca23398544fa48ca2339854dfa431	/guest/c2_native_sleep50_r351_direct_events_s1048576_g001	0.0.1@1784738966222	5c894eed3a1767b160189731c0548079d95ad96156151f0c2b3e77e06acd8ce2	15	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	7e3972f9ea07	7e3972f9ea07:8	false		false	true	1784739054458082983	1784739054533554591	1784739054546332088	75.471327	54	168.625023	1048576	1048690		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50304069		not_on_path_native		not_on_path_native	50325098	complete
c2-native-attempt-v1	native	1048576	1	warm_followup	3	s1048576-g001-warm03	7d5a12fa931a4d9c9a12fa931a0d9c2b	/guest/c2_native_sleep50_r351_direct_events_s1048576_g001	0.0.1@1784738966222	5c894eed3a1767b160189731c0548079d95ad96156151f0c2b3e77e06acd8ce2	16	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	7e3972f9ea07	7e3972f9ea07:8	false		false	true	1784739054546462820	1784739054615481292	1784739054630186321	69.018676	54	168.625023	1048576	1048690		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50201303		not_on_path_native		not_on_path_native	50207123	complete
c2-native-attempt-v1	native	1048576	1	warm_followup	4	s1048576-g001-warm04	4a412cb8986e4732812cb8986e573230	/guest/c2_native_sleep50_r351_direct_events_s1048576_g001	0.0.1@1784738966222	5c894eed3a1767b160189731c0548079d95ad96156151f0c2b3e77e06acd8ce2	17	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	7e3972f9ea07	7e3972f9ea07:8	false		false	true	1784739054630354965	1784739054705033266	1784739054973003789	74.678315	53	168.625023	1048576	1048690		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50179050		not_on_path_native		not_on_path_native	50184186	complete
c2-native-attempt-v1	native	1048576	1	warm_followup	5	s1048576-g001-warm05	c5d48ef72bd44709948ef72bd4470984	/guest/c2_native_sleep50_r351_direct_events_s1048576_g001	0.0.1@1784738966222	5c894eed3a1767b160189731c0548079d95ad96156151f0c2b3e77e06acd8ce2	18	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	7e3972f9ea07	7e3972f9ea07:8	false		false	true	1784739054973195081	1784739055052006333	1784739055061287120	78.811376	52	168.625023	1048576	1048690		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	49252955		not_on_path_native		not_on_path_native	49259141	complete
c2-native-attempt-v1	native	4194304	1	fresh_first_use	0	s4194304-g001-fresh	9a4a39cdbe6b42248a39cdbe6b2224d6	/guest/c2_native_sleep50_r351_direct_events_s4194304_g001	0.0.1@1784738977625	c318c21181db0bd851a5fa0cb2b219374d9ee17898d0ae3d070063106381ebb4	19	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	46004997019b	46004997019b:8	true	325	true	false	1784739055061406851	1784739055634835489	1784739055908391851	573.429233	383	516.349892	4194304	4194418		unavailable_no_direct_event	325000000	activation_annotation_initTime		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	51104750		not_on_path_native		not_on_path_native	51156657	complete
c2-native-attempt-v1	native	4194304	1	warm_followup	1	s4194304-g001-warm01	c066dd7c6e3748b6a6dd7c6e37a8b626	/guest/c2_native_sleep50_r351_direct_events_s4194304_g001	0.0.1@1784738977625	c318c21181db0bd851a5fa0cb2b219374d9ee17898d0ae3d070063106381ebb4	20	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	46004997019b	46004997019b:8	false		false	true	1784739055908574417	1784739055991438883	1784739055998802279	82.864437	54	516.349892	4194304	4194418		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50212063		not_on_path_native		not_on_path_native	50226702	complete
c2-native-attempt-v1	native	4194304	1	warm_followup	2	s4194304-g001-warm02	5c5a886869a049749a886869a0697476	/guest/c2_native_sleep50_r351_direct_events_s4194304_g001	0.0.1@1784738977625	c318c21181db0bd851a5fa0cb2b219374d9ee17898d0ae3d070063106381ebb4	21	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	46004997019b	46004997019b:8	false		false	true	1784739055998924255	1784739056077232043	1784739056085810080	78.308568	54	516.349892	4194304	4194418		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50261377		not_on_path_native		not_on_path_native	50279354	complete
c2-native-attempt-v1	native	4194304	1	warm_followup	3	s4194304-g001-warm03	efc29e2d3dea44f1829e2d3dea44f112	/guest/c2_native_sleep50_r351_direct_events_s4194304_g001	0.0.1@1784738977625	c318c21181db0bd851a5fa0cb2b219374d9ee17898d0ae3d070063106381ebb4	22	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	46004997019b	46004997019b:8	false		false	true	1784739056085969723	1784739056166746970	1784739056186081800	80.777634	53	516.349892	4194304	4194418		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50198228		not_on_path_native		not_on_path_native	50205702	complete
c2-native-attempt-v1	native	4194304	1	warm_followup	4	s4194304-g001-warm04	2116fc2e17fd4b3c96fc2e17fd6b3c4e	/guest/c2_native_sleep50_r351_direct_events_s4194304_g001	0.0.1@1784738977625	c318c21181db0bd851a5fa0cb2b219374d9ee17898d0ae3d070063106381ebb4	23	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	46004997019b	46004997019b:8	false		false	true	1784739056186205910	1784739056261718462	1784739056269608052	75.512781	53	516.349892	4194304	4194418		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50197352		not_on_path_native		not_on_path_native	50203513	complete
c2-native-attempt-v1	native	4194304	1	warm_followup	5	s4194304-g001-warm05	b537fa583e9342b5b7fa583e9302b57a	/guest/c2_native_sleep50_r351_direct_events_s4194304_g001	0.0.1@1784738977625	c318c21181db0bd851a5fa0cb2b219374d9ee17898d0ae3d070063106381ebb4	24	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	46004997019b	46004997019b:8	false		false	true	1784739056269733065	1784739056340907045	1784739056610827088	71.174383	53	516.349892	4194304	4194418		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50175357		not_on_path_native		not_on_path_native	50181954	complete
c2-native-attempt-v1	native	65536	2	fresh_first_use	0	s65536-g002-fresh	450254710f684da38254710f68dda316	/guest/c2_native_sleep50_r351_direct_events_s65536_g002	0.0.1@1784738954432	a07c5f0630d332864dca3ec5bb56ea83c646fd452b266b578ea93aa3978e2d9b	25	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	1e1351bc0666	1e1351bc0666:8	true	112	true	false	1784739056611013176	1784739056983671197	1784739057251691064	372.65875	175	97.573656	65536	65650		unavailable_no_direct_event	112000000	activation_annotation_initTime		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	51973533		not_on_path_native		not_on_path_native	52025609	complete
c2-native-attempt-v1	native	65536	2	warm_followup	1	s65536-g002-warm01	9009899fee4446c089899fee44c6c070	/guest/c2_native_sleep50_r351_direct_events_s65536_g002	0.0.1@1784738954432	a07c5f0630d332864dca3ec5bb56ea83c646fd452b266b578ea93aa3978e2d9b	26	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	1e1351bc0666	1e1351bc0666:8	false		false	true	1784739057251900684	1784739057337487946	1784739057347473840	85.587685	55	97.573656	65536	65650		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50289118		not_on_path_native		not_on_path_native	50312432	complete
c2-native-attempt-v1	native	65536	2	warm_followup	2	s65536-g002-warm02	f37eb740e9474960beb740e9474960eb	/guest/c2_native_sleep50_r351_direct_events_s65536_g002	0.0.1@1784738954432	a07c5f0630d332864dca3ec5bb56ea83c646fd452b266b578ea93aa3978e2d9b	27	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	1e1351bc0666	1e1351bc0666:8	false		false	true	1784739057347685314	1784739057429075695	1784739057437629232	81.390842	54	97.573656	65536	65650		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50482258		not_on_path_native		not_on_path_native	50506090	complete
c2-native-attempt-v1	native	65536	2	warm_followup	3	s65536-g002-warm03	bb64c06957084dfda4c06957087dfddf	/guest/c2_native_sleep50_r351_direct_events_s65536_g002	0.0.1@1784738954432	a07c5f0630d332864dca3ec5bb56ea83c646fd452b266b578ea93aa3978e2d9b	28	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	1e1351bc0666	1e1351bc0666:8	false		false	true	1784739057437756835	1784739057519864071	1784739057527004475	82.107231	55	97.573656	65536	65650		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50213905		not_on_path_native		not_on_path_native	50221547	complete
c2-native-attempt-v1	native	65536	2	warm_followup	4	s65536-g002-warm04	3b012ae499824e65812ae499826e6561	/guest/c2_native_sleep50_r351_direct_events_s65536_g002	0.0.1@1784738954432	a07c5f0630d332864dca3ec5bb56ea83c646fd452b266b578ea93aa3978e2d9b	29	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	1e1351bc0666	1e1351bc0666:8	false		false	true	1784739057527185635	1784739057605995890	1784739057612831073	78.810752	55	97.573656	65536	65650		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50223307		not_on_path_native		not_on_path_native	50229860	complete
c2-native-attempt-v1	native	65536	2	warm_followup	5	s65536-g002-warm05	a28f5c62ecc54f758f5c62ecc5af7593	/guest/c2_native_sleep50_r351_direct_events_s65536_g002	0.0.1@1784738954432	a07c5f0630d332864dca3ec5bb56ea83c646fd452b266b578ea93aa3978e2d9b	30	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	1e1351bc0666	1e1351bc0666:8	false		false	true	1784739057612963234	1784739057681696575	1784739057698143584	68.73346	53	97.573656	65536	65650		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50164375		not_on_path_native		not_on_path_native	50171293	complete
c2-native-attempt-v1	native	262144	2	fresh_first_use	0	s262144-g002-fresh	c11b18b3e71e47299b18b3e71ef72910	/guest/c2_native_sleep50_r351_direct_events_s262144_g002	0.0.1@1784738960271	3c9faf7d72350663dca34dec026118fa5a7f5783f7a2108ab25d1b34ae376ecd	31	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	e403fbae66fe	e403fbae66fe:8	true	124	true	false	1784739057698317637	1784739058031669089	1784739058040411954	333.352178	181	76.723208	262144	262258		unavailable_no_direct_event	124000000	activation_annotation_initTime		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50668470		not_on_path_native		not_on_path_native	50749353	complete
c2-native-attempt-v1	native	262144	2	warm_followup	1	s262144-g002-warm01	05e896399c7b437ea896399c7b637e1e	/guest/c2_native_sleep50_r351_direct_events_s262144_g002	0.0.1@1784738960271	3c9faf7d72350663dca34dec026118fa5a7f5783f7a2108ab25d1b34ae376ecd	32	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	e403fbae66fe	e403fbae66fe:8	false		false	true	1784739058040535044	1784739058114541558	1784739058382675471	74.006308	55	76.723208	262144	262258		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50282150		not_on_path_native		not_on_path_native	50307274	complete
c2-native-attempt-v1	native	262144	2	warm_followup	2	s262144-g002-warm02	08ffe0d3504f450dbfe0d3504f250dde	/guest/c2_native_sleep50_r351_direct_events_s262144_g002	0.0.1@1784738960271	3c9faf7d72350663dca34dec026118fa5a7f5783f7a2108ab25d1b34ae376ecd	33	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	e403fbae66fe	e403fbae66fe:8	false		false	true	1784739058382816936	1784739058458315437	1784739058731834701	75.498716	56	76.723208	262144	262258		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50374644		not_on_path_native		not_on_path_native	50401071	complete
c2-native-attempt-v1	native	262144	2	warm_followup	3	s262144-g002-warm03	e6cc4fdaf3074b9f8c4fdaf307cb9fa3	/guest/c2_native_sleep50_r351_direct_events_s262144_g002	0.0.1@1784738960271	3c9faf7d72350663dca34dec026118fa5a7f5783f7a2108ab25d1b34ae376ecd	34	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	e403fbae66fe	e403fbae66fe:8	false		false	true	1784739058731959775	1784739058800600313	1784739059077900814	68.64038	53	76.723208	262144	262258		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50178766		not_on_path_native		not_on_path_native	50189395	complete
c2-native-attempt-v1	native	262144	2	warm_followup	4	s262144-g002-warm04	d8ebe542d33d4bffabe542d33d6bff50	/guest/c2_native_sleep50_r351_direct_events_s262144_g002	0.0.1@1784738960271	3c9faf7d72350663dca34dec026118fa5a7f5783f7a2108ab25d1b34ae376ecd	35	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	e403fbae66fe	e403fbae66fe:8	false		false	true	1784739059078093474	1784739059158422888	1784739059167854269	80.329497	53	76.723208	262144	262258		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50216624		not_on_path_native		not_on_path_native	50222840	complete
c2-native-attempt-v1	native	262144	2	warm_followup	5	s262144-g002-warm05	2d6591e3b1204bb6a591e3b120cbb6a1	/guest/c2_native_sleep50_r351_direct_events_s262144_g002	0.0.1@1784738960271	3c9faf7d72350663dca34dec026118fa5a7f5783f7a2108ab25d1b34ae376ecd	36	true	present	not_on_path_native	not_on_path_native	match	complete	true	ok	e403fbae66fe	e403fbae66fe:8	false		false	true	1784739059168037724	1784739059237249535	1784739059253130374	69.211964	53	76.723208	262144	262258		unavailable_no_direct_event		not_repeated_warm		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native		not_on_path_native	50211073		not_on_path_native		not_on_path_native	50217572	complete
